0,780,34
0,1520,119
0,1711,34
0,1731,26
0,1740,49
0,1750,91
0,1761,4
0,1799,360
0,2741,2
0,4011,3
0,4119,12
0,4121,54
0,4131,34
0,4214,5
0,4215,5
0,4411,6
0,4457,1
0,4511,4
0,4722,19
0,4812,232
0,4814,14
0,4821,1
0,4900,41
0,5013,113
0,5044,13
0,5047,15
0,5051,136
0,5065,83
0,5074,116
0,5094,94
0,5200,136
0,5211,11
0,5231,18
0,5251,7
0,5261,2
0,5311,5
0,5331,8
0,5411,447
0,5422,74
0,5441,101
0,5451,25
0,5499,255
0,5511,184
0,5521,4
0,5532,25
0,5541,428
0,5542,4
0,5561,3
0,5571,22
0,5611,39
0,5621,314
0,5641,13
0,5655,176
0,5661,80
0,5691,56
0,5697,36
0,5699,48
0,5712,128
0,5713,1
0,5714,48
0,5718,1
0,5722,58
0,5732,39
0,5733,3
0,5811,27
0,5812,182
0,5912,55
0,5931,14
0,5940,7
0,5941,19
0,5942,15
0,5943,45
0,5944,49
0,5945,12
0,5946,7
0,5948,23
0,5949,1
0,5970,18
0,5971,3
0,5972,2
0,5973,1
0,5975,16
0,5977,66
0,5992,11
0,5993,19
0,5994,67
0,5995,1
0,5996,2
0,5997,33
0,6300,135
0,7011,360
0,7032,14
0,7216,9
0,7217,2
0,7221,103
0,7230,111
0,7276,3
0,7277,23
0,7311,61
0,7321,24
0,7361,2
0,7372,113
0,7392,84
0,7394,55
0,7519,1
0,7631,2
0,7832,31
0,7929,6
0,7933,14
0,7993,8
0,7997,7
0,7998,1
0,8011,27
0,8021,69
0,8042,9
0,8062,3
0,8071,5
0,8099,51
0,8111,79
0,8211,20
0,8220,4
0,8241,2
0,8249,18
0,8351,11
0,8398,3
0,8641,3
0,8661,3
0,8699,10
0,8911,3
0,8931,5
0,8999,59
0,9399,12
1,780,8
1,1520,51
1,1711,11
1,1731,21
1,1740,12
1,1750,30
1,1799,123
1,4119,1
1,4121,9
1,4131,12
1,4214,5
1,4511,2
1,4582,1
1,4722,2
1,4812,83
1,4814,1
1,4900,10
1,5013,92
1,5044,4
1,5047,6
1,5051,27
1,5065,34
1,5074,69
1,5094,36
1,5200,79
1,5211,6
1,5231,16
1,5251,1
1,5261,3
1,5331,3
1,5411,132
1,5422,43
1,5441,48
1,5451,11
1,5499,80
1,5511,26
1,5521,2
1,5532,14
1,5541,297
1,5542,3
1,5561,3
1,5571,11
1,5611,20
1,5621,189
1,5641,10
1,5655,65
1,5661,48
1,5681,1
1,5691,43
1,5697,19
1,5699,35
1,5712,44
1,5714,38
1,5722,27
1,5732,20
1,5733,4
1,5811,11
1,5812,28
1,5912,21
1,5931,9
1,5940,2
1,5941,6
1,5942,6
1,5943,20
1,5944,15
1,5945,3
1,5946,6
1,5948,19
1,5949,1
1,5970,9
1,5973,1
1,5975,8
1,5977,24
1,5992,13
1,5993,4
1,5994,20
1,5995,4
1,5996,1
1,5997,16
1,6300,60
1,7011,62
1,7032,11
1,7216,4
1,7217,2
1,7221,25
1,7230,50
1,7277,19
1,7311,20
1,7321,10
1,7361,2
1,7372,47
1,7392,20
1,7394,7
1,7513,1
1,7631,1
1,7832,4
1,7933,6
1,7993,6
1,8011,21
1,8021,42
1,8041,2
1,8042,6
1,8062,1
1,8071,4
1,8099,29
1,8111,6
1,8211,7
1,8220,3
1,8241,1
1,8249,16
1,8351,6
1,8661,1
1,8699,6
1,8911,2
1,8931,1
1,8999,9
1,9399,3
2,763,1
2,780,11
2,1520,14
2,1711,11
2,1731,7
2,1740,19
2,1750,17
2,1761,1
2,1799,117
2,4011,1
2,4121,2
2,4131,6
2,4214,1
2,4411,1
2,4722,19
2,4812,20
2,4814,2
2,4821,1
2,4900,5
2,5013,31
2,5044,4
2,5047,8
2,5051,87
2,5065,14
2,5074,39
2,5094,24
2,5200,33
2,5211,4
2,5231,2
2,5251,4
2,5261,1
2,5311,1
2,5411,51
2,5422,17
2,5441,30
2,5451,6
2,5499,30
2,5511,191
2,5521,1
2,5532,3
2,5541,95
2,5542,5
2,5561,1
2,5571,8
2,5611,3
2,5621,41
2,5641,2
2,5655,26
2,5661,10
2,5691,13
2,5697,5
2,5699,3
2,5712,62
2,5714,9
2,5722,27
2,5732,10
2,5811,12
2,5812,32
2,5912,14
2,5931,11
2,5941,2
2,5942,5
2,5943,7
2,5944,17
2,5945,1
2,5946,5
2,5948,6
2,5949,2
2,5970,3
2,5972,4
2,5975,2
2,5977,8
2,5983,1
2,5993,5
2,5994,13
2,5997,9
2,6300,20
2,7011,217
2,7032,2
2,7221,11
2,7230,7
2,7276,2
2,7277,6
2,7311,5
2,7321,7
2,7361,2
2,7372,25
2,7392,37
2,7394,3
2,7631,1
2,7832,1
2,7929,3
2,7933,1
2,8011,8
2,8021,13
2,8041,1
2,8062,1
2,8071,3
2,8099,6
2,8111,21
2,8211,3
2,8249,2
2,8351,1
2,8398,2
2,8699,5
2,8999,31
3,763,1
3,780,28
3,1520,154
3,1711,19
3,1731,22
3,1740,19
3,1750,18
3,1799,149
3,2741,3
3,4011,2
3,4119,5
3,4121,36
3,4131,17
3,4214,12
3,4511,1
3,4722,4
3,4812,130
3,4814,5
3,4900,43
3,5013,138
3,5044,8
3,5047,12
3,5051,61
3,5065,67
3,5074,122
3,5094,39
3,5200,85
3,5211,2
3,5231,20
3,5251,2
3,5261,4
3,5311,1
3,5331,12
3,5411,551
3,5422,69
3,5441,188
3,5451,34
3,5499,252
3,5511,127
3,5521,2
3,5532,16
3,5541,551
3,5542,4
3,5561,1
3,5571,18
3,5611,28
3,5621,357
3,5641,20
3,5655,132
3,5661,98
3,5681,1
3,5691,53
3,5697,81
3,5699,57
3,5712,19
3,5714,26
3,5718,2
3,5722,24
3,5732,38
3,5733,1
3,5811,19
3,5812,173
3,5912,57
3,5931,22
3,5932,1
3,5940,4
3,5941,13
3,5942,21
3,5943,58
3,5944,22
3,5945,14
3,5946,7
3,5947,1
3,5948,30
3,5949,3
3,5970,22
3,5971,3
3,5972,4
3,5973,3
3,5975,16
3,5977,107
3,5983,3
3,5992,23
3,5993,21
3,5994,74
3,5995,3
3,5996,1
3,5997,45
3,6300,29
3,7011,81
3,7032,18
3,7216,41
3,7217,4
3,7221,87
3,7230,290
3,7277,10
3,7311,46
3,7321,3
3,7372,113
3,7392,24
3,7394,55
3,7631,1
3,7832,23
3,7929,1
3,7933,21
3,7993,25
3,7997,3
3,8011,31
3,8021,20
3,8042,5
3,8062,2
3,8071,5
3,8099,45
3,8111,4
3,8211,4
3,8220,2
3,8241,3
3,8249,13
3,8351,10
3,8641,1
3,8661,6
3,8699,7
3,8911,3
3,8931,1
3,8999,23
3,9399,3
4,780,7
4,1520,38
4,1711,3
4,1731,6
4,1740,6
4,1750,5
4,1799,31
4,4119,2
4,4121,3
4,4131,10
4,4411,1
4,4457,1
4,4582,1
4,4722,3
4,4812,69
4,4814,6
4,4900,11
4,5013,48
4,5044,2
4,5047,5
4,5051,11
4,5065,21
4,5074,38
4,5094,15
4,5200,28
4,5231,9
4,5251,2
4,5311,2
4,5331,4
4,5411,95
4,5422,42
4,5441,26
4,5451,11
4,5499,32
4,5511,8
4,5532,8
4,5541,128
4,5542,5
4,5571,3
4,5611,10
4,5621,114
4,5641,12
4,5655,40
4,5661,23
4,5691,26
4,5697,4
4,5699,18
4,5712,11
4,5714,10
4,5722,12
4,5732,8
4,5811,15
4,5812,25
4,5912,36
4,5931,2
4,5941,5
4,5942,6
4,5943,12
4,5944,19
4,5945,7
4,5948,10
4,5970,4
4,5971,1
4,5975,5
4,5977,30
4,5983,2
4,5992,5
4,5993,10
4,5994,12
4,5995,2
4,5997,9
4,6300,15
4,7011,13
4,7032,7
4,7216,4
4,7221,15
4,7230,23
4,7277,19
4,7311,3
4,7321,2
4,7361,1
4,7372,23
4,7392,3
